id,category,language,message,translation
571,backend,pt_br,All Pages,Todas as páginas
572,backend,pt_br,Add Page,Adicionar Página
573,backend,pt_br,Short Description,Pequena descrição
574,backend,pt_br,SEO,SEO
575,backend,pt_br,Meta Title,Metatítulo
576,backend,pt_br,Meta description,Meta Descrição
577,backend,pt_br,Keywords,Palavras-chave
578,backend,pt_br,Update Page,Atualizar página
579,backend,pt_br,Languages list,Lista de idiomas
580,backend,pt_br,All Language,Todos os idiomas
581,backend,pt_br,Add Language,Adicionar idioma
582,backend,pt_br,Locale,Localidade
583,backend,pt_br,Select Flag,Selecionar Sinalizador
584,backend,pt_br,RTL,RTL
585,backend,pt_br,Translation,Tradução
586,backend,pt_br,Translation Key,Chave de tradução
587,backend,pt_br,Status Management list,Lista de gerenciamento de status
588,backend,pt_br,Group,Grupo
589,backend,pt_br,Group Name,Nome do grupo
590,backend,pt_br,Status Key,Chave de status
591,backend,pt_br,All Status,Todos os status
592,backend,pt_br,Add Status,Adicionar status
593,backend,pt_br,Date Created. {{date_created}},Data Criada. {{Data_created}}
594,backend,pt_br,Services list,Lista de serviços
595,backend,pt_br,Service fee,Taxa de serviço
596,backend,pt_br,All Services,Todos os serviços
597,backend,pt_br,Add Services,Adicionar serviços
598,backend,pt_br,Update Services,Serviços de atualização
599,backend,pt_br,All Type,Todo tipo
600,backend,pt_br,Update Merchant Type,Atualizar tipo de comerciante
601,backend,pt_br,Commission Type,Tipo de comissão
602,backend,pt_br,Commission based on Subtotal / Total,Comissão baseada no Subtotal / Total
603,backend,pt_br,Commission,Comissão
604,backend,pt_br,Add Merchant Type,Adicionar tipo de comerciante
605,backend,pt_br,Rejection Reason List,Lista de Motivos de Rejeição
606,backend,pt_br,Reason,Razão
607,backend,pt_br,Add Rejection,Adicionar rejeição
608,backend,pt_br,Update Rejection,Atualizar rejeição
609,backend,pt_br,Pause Reason List,Lista de motivos de pausa
610,backend,pt_br,Add Pause reason,Adicionar motivo de pausa
611,backend,pt_br,Update Pause reason,Atualizar motivo da pausa
612,backend,pt_br,Status action List,Lista de ações de status
614,backend,pt_br,Key must not have spaces,A chave não deve ter espaços
616,backend,pt_br,Update action status,Atualizar status da ação
617,backend,pt_br,Add action status,Adicionar status de ação
618,backend,pt_br,Coupon list,Lista de cupons
619,backend,pt_br,#Used,#Usado
620,backend,pt_br,All Coupon,Todos os cupons
621,backend,pt_br,Add Coupon,Adicionar cupom
622,backend,pt_br,Coupon Type,Tipo de cupom
623,backend,pt_br,Days Available,Dias disponíveis
625,backend,pt_br,Min Order,Ordem minima
626,backend,pt_br,Applicable to merchant,Aplicável ao comerciante
627,backend,pt_br,Expiration,Expiração
628,backend,pt_br,Coupon Options,Opções de cupom
629,backend,pt_br,Coupon name,Nome do cupom
630,backend,pt_br,fixed amount,quantia fixa
631,backend,pt_br,percentage,percentagem
632,backend,pt_br,Unlimited for all user,Ilimitado para todos os usuários
633,backend,pt_br,Use only once,Use apenas uma vez
634,backend,pt_br,Once per user,Uma vez por usuário
635,backend,pt_br,Once for new user first order,Uma vez para novo usuário primeiro pedido
636,backend,pt_br,Custom limit per user,Limite personalizado por usuário
637,backend,pt_br,Only to selected customer,Apenas para cliente selecionado
638,backend,pt_br,Define max number of use,Defina o número máximo de uso
639,backend,pt_br,Select Customer,Selecionar cliente
640,backend,pt_br,Email Provider,Provedor de e-mail
641,backend,pt_br,All Provider,Todos os Provedores
642,backend,pt_br,Add Provider,Adicionar provedor
643,backend,pt_br,Provider ID,ID do provedor
644,backend,pt_br,Provider name,Nome do provedor
645,backend,pt_br,Sender email,E-mail do remetente
646,backend,pt_br,Sender name,Nome do remetente
648,backend,pt_br,Update Provider,Provedor de atualização
649,backend,pt_br,API KEY,CHAVE API
650,backend,pt_br,Create your account [url],Crie sua conta [url]
651,backend,pt_br,SECRET KEY,CHAVE SECRETA
652,backend,pt_br,SMTP host,host SMTP
653,backend,pt_br,SMTP port,Porta SMTP
654,backend,pt_br,Password,Senha
655,backend,pt_br,Secure Connection,Conexão segura
656,backend,pt_br,TLS,TLS
657,backend,pt_br,SSL,SSL
658,backend,pt_br,normal,normal
659,backend,pt_br,flash,instantâneo
660,backend,pt_br,unicode,código único
661,backend,pt_br,ndnd,nd
662,backend,pt_br,dnd,dnd
663,backend,pt_br,premium,Prêmio
664,backend,pt_br,lowcost,baixo custo
665,backend,pt_br,SMS,SMS
666,backend,pt_br,Push,Empurrar
667,backend,pt_br,All Templates,Todos os modelos
668,backend,pt_br,Add Template,Adicionar modelo
669,backend,pt_br,Template name,Nome do modelo
670,backend,pt_br,Enabled Email,E-mail ativado
671,backend,pt_br,Enabled SMS,SMS ativado
672,backend,pt_br,Enabled Push,Push ativado
673,backend,pt_br,Email Templates,Modelos de e-mail
674,backend,pt_br,SMS Templates,Modelos de SMS
675,backend,pt_br,Push Templates,Modelos de envio
676,backend,pt_br,{{lang}} Template,{{lang}} Modelo
677,backend,pt_br,Enter {{lang}} Type here,Digite {{lang}} Digite aqui
678,backend,pt_br,Enter {{lang}} Subject here,Digite {{lang}} Assunto aqui
679,backend,pt_br,Enter {{lang}} Title here,Digite {{lang}} Título aqui
680,backend,pt_br,Enter {{lang}} Content here,Insira o conteúdo {{lang}} aqui
681,backend,pt_br,Update Template,Atualizar modelo
682,backend,pt_br,Email Logs,Registros de e-mail
684,backend,pt_br,View SMS,Ver SMS
685,backend,pt_br,Push logs,Registros de envio
686,backend,pt_br,Platform,Plataforma
687,backend,pt_br,Message,Mensagem
688,backend,pt_br,Channel/Device,Canal/Dispositivo
689,backend,pt_br,View Push,Visualizar envio
690,backend,pt_br,Customer list,Lista de clientes
691,backend,pt_br,All Customer,Todos os clientes
692,backend,pt_br,Add Customer,Adicionar cliente
694,backend,pt_br,Update Customer,Atualizar cliente
695,backend,pt_br,Basic Details,Detalhes básicos
696,backend,pt_br,Order history,Histórico de pedidos
697,backend,pt_br,Address list,Lista de endereços
700,backend,pt_br,Places ID,Código de lugares
701,backend,pt_br,"Aparment, suite or floor","Apartamento, suíte ou andar"
702,backend,pt_br,Add delivery instructions,Adicionar instruções de entrega
703,backend,pt_br,Address label,Etiqueta de endereço
704,backend,pt_br,Home,Lar
705,backend,pt_br,Work,Trabalhar
706,backend,pt_br,School,Escola
707,backend,pt_br,Friend house,Casa do amigo
708,backend,pt_br,Other,De outros
709,backend,pt_br,Leave it at my door,Deixe na minha porta
710,backend,pt_br,Hand it to me,Entregue para mim
711,backend,pt_br,Meet outside,Encontro lá fora
712,backend,pt_br,Order list,Lista de pedidos
713,backend,pt_br,Phone,Telefone
714,backend,pt_br,All Review,Todas as revisões
715,backend,pt_br,Update Review,Atualizar revisão
716,backend,pt_br,Customer reviews,Avaliações de Clientes
718,backend,pt_br,Customer. [customer_name],Cliente. [nome do cliente]
719,backend,pt_br,Rating. [rating],Avaliação. [Avaliação]
720,backend,pt_br,Date. [date_created],Encontro: Data. [Data Criada]
721,backend,pt_br,Real time applications,Aplicações em tempo real
722,backend,pt_br,Select Realtime Provider,Selecione o provedor em tempo real
723,backend,pt_br,Pusher App Id,ID do aplicativo pusher
724,backend,pt_br,Pusher Key,Chave do Empurrador
725,backend,pt_br,Pusher Secret,Segredo do Empurrador
726,backend,pt_br,Pusher Cluster,Grupo de Empurradores
727,backend,pt_br,Private API Key,Chave de API privada
728,backend,pt_br,Cluster ID,ID do cluster
730,backend,pt_br,API secret,Segredo da API
731,backend,pt_br,WebSocket API endpoint,Ponto de extremidade da API WebSocket
732,backend,pt_br,signup and get your credentials in,cadastre-se e obtenha suas credenciais em
733,backend,pt_br,Web push notifications,Notificações push da Web
734,backend,pt_br,Select Web Push Provider,Selecione o provedor de push da Web
735,backend,pt_br,Instance ID,Código da instância
736,backend,pt_br,Primary key,Chave primária
737,backend,pt_br,SMS Provider List,Lista de provedores de SMS
739,backend,pt_br,Sender ID,ID do remetente
740,backend,pt_br,API username,Nome de usuário da API
741,backend,pt_br,API password,senha da API
743,backend,pt_br,Account SID,SID da conta
744,backend,pt_br,AUTH Token,Token AUTH
745,backend,pt_br,Secret,Segredo
746,backend,pt_br,Provider,Fornecedor
747,backend,pt_br,SMS Logs,Registros de SMS
748,backend,pt_br,Total Registered,Total registrado
749,backend,pt_br,Commission Total,Total da Comissão
750,backend,pt_br,Membership Total,Total de membros
751,backend,pt_br,Total Active,Total Ativo
752,backend,pt_br,Total Inactive,Total inativo
753,backend,pt_br,Membership Payment,Pagamento de associação
754,backend,pt_br,Payment type,Tipo de pagamento
755,backend,pt_br,Merchant Sales Report,Relatório de vendas do comerciante
756,backend,pt_br,Order earnings report,Relatório de ganhos do pedido
757,backend,pt_br,Count,Contar
758,backend,pt_br,Admin earned,Administrador ganho
759,backend,pt_br,Merchant earned,Comerciante ganho
760,backend,pt_br,Total sell,Venda total
762,backend,pt_br,Subtotal,Subtotal
764,backend,pt_br,Admin commission,Comissão de administrador
765,backend,pt_br,Refund Report,Relatório de reembolso
766,backend,pt_br,All Payment status,Todos os status de pagamento
767,backend,pt_br,Payment reference# {{payment_reference}},Referência de pagamento# {{payment_reference}}
768,backend,pt_br,Refund on {{date}},Reembolso em {{date}}
769,backend,pt_br,Full refund,Reembolso total
770,backend,pt_br,Partial refund,Reembolso parcial
771,backend,pt_br,All User,Todo usuário
772,backend,pt_br,Role,Função
773,backend,pt_br,Confirm New Password,Confirme a nova senha
774,backend,pt_br,Edit User,Editar usuário
775,backend,pt_br,All Roles,Todas as funções
776,backend,pt_br,Access,Acesso
777,backend,pt_br,Add Role,Adicionar função
778,backend,pt_br,Themes,Temas
779,backend,pt_br,Active theme,Tema ativo
780,backend,pt_br,Customize,Customizar
781,backend,pt_br,Organize your menu,Organize seu cardápio
782,backend,pt_br,Menu,Cardápio
783,backend,pt_br,Setting,Contexto
784,backend,pt_br,Media Library,Biblioteca de mídia
785,backend,pt_br,Media List,Lista de mídia
786,backend,pt_br,Delete File,Excluir arquivo
787,backend,pt_br,Notification,Notificação
788,backend,pt_br,Clear all,Limpar tudo
789,backend,pt_br,View all,Ver tudo
790,backend,pt_br,Profile,Perfil
791,backend,pt_br,Logout,Sair
792,backend,pt_br,Change Password,Mudar senha
793,backend,pt_br,Web Notifications,Notificações da Web
794,backend,pt_br,Old Password,Senha Antiga
795,backend,pt_br,Notifications Settings,Configurações de notificações
797,backend,pt_br,Select notification type,Selecione o tipo de notificação
798,backend,pt_br,Order updates,Atualizações de pedidos
799,backend,pt_br,Customer new signup,Novo cadastro do cliente
800,backend,pt_br,Merchant new signup,Nova inscrição do comerciante
801,backend,pt_br,Payout request,Solicitação de pagamento
802,backend,pt_br,All notifications,Todas as notificações
803,backend,pt_br,Order #,Ordem #
804,backend,pt_br,Restaurant,Restaurante
806,backend,pt_br,Delivery information,Informação de entrega
807,backend,pt_br,Get direction,Obter direção
809,backend,pt_br,Delivery Date/Time,Data/Hora de Entrega
810,backend,pt_br,Include utensils,Incluir utensílios
815,backend,pt_br,Summary,Resumo
816,backend,pt_br,Print,Imprimir
817,backend,pt_br,Contact customer,Entre em contato com o cliente
819,backend,pt_br,Cancel order,Cancelar pedido
820,backend,pt_br,Timeline,Linha do tempo
821,backend,pt_br,Download PDF (A4),Baixar PDF (A4)
822,backend,pt_br,Yes,sim
823,backend,pt_br,Okay,OK
824,backend,pt_br,Customer Info,Informação do Cliente
825,backend,pt_br,Action,Açao
826,backend,pt_br,Customer ID,Identificação do Cliente
827,backend,pt_br,Addresses,Endereços
828,backend,pt_br,Unblock Custome,Desbloquear cliente
830,backend,pt_br,Customer information not found,Informações do cliente não encontradas
831,backend,pt_br,Are you sure you want to continue,Você tem certeza que quer continuar
832,backend,pt_br,Refund this item,Reembolsar este item
833,backend,pt_br,This automatically remove this item from your active orders.,Isso remove automaticamente este item de seus pedidos ativos.
834,backend,pt_br,Go back,Volte
836,backend,pt_br,Remove this item,Remover este item
837,backend,pt_br,This will remove this item from your active orders.,Isso removerá este item de seus pedidos ativos.
840,backend,pt_br,Item is Out of Stock,Item fora de estoque
841,backend,pt_br,Order decrease,Diminuição do pedido
842,backend,pt_br,Order Increase,Aumento de pedido
843,backend,pt_br,"By accepting this order, we will refund the amount of {{amount}} to customer.","Ao aceitar este pedido, reembolsaremos o valor de {{amount}} ao cliente."
844,backend,pt_br,"Total amount for this order has increase, Send invoice to customer or less from your account with total amount of {{amount}}.",O valor total deste pedido aumentou. Envie uma fatura para o cliente ou menos de sua conta com um valor total de {{amount}}.
847,backend,pt_br,Send invoice,Enviar fatura
848,backend,pt_br,Less on my account,Menos na minha conta
849,backend,pt_br,"This order has unpaid invoice, until its paid you cannot change the order status.","Este pedido tem fatura não paga, até que seja pago você não pode alterar o status do pedido."
851,backend,pt_br,How much additional time you need?,Quanto tempo adicional você precisa?
852,backend,pt_br,We'll notify the customer about the delay.,Notificaremos o cliente sobre o atraso.
854,backend,pt_br,Enter why you cannot make this order.,Digite por que você não pode fazer este pedido.
855,backend,pt_br,Reject order,Rejeitar pedido
856,backend,pt_br,Are you sure you want to continue?,Você tem certeza que quer continuar?
857,backend,pt_br,Delivery fee,Taxa de entrega
858,backend,pt_br,Sub total ([count] items),Subtotal ([count] itens)
859,backend,pt_br,Courier tip,Dica de correio
860,backend,pt_br,Dashboard,Painel
862,backend,pt_br,List,Lista
863,backend,pt_br,Sponsored,Patrocinadas
864,backend,pt_br,Users,Comercial
866,backend,pt_br,All order,Todos os pedidos
867,backend,pt_br,Order settings,Configurações do pedido
869,backend,pt_br,Add User,Adicionar usuário
870,backend,pt_br,Delete User,Deletar usuário
871,backend,pt_br,Membership,Filiação
872,backend,pt_br,Plans,Planos
873,backend,pt_br,Add Plan,Adicionar plano
874,backend,pt_br,Delete Plan,Excluir plano
875,backend,pt_br,Attributes,Atributos
880,backend,pt_br,Pages,Páginas
881,backend,pt_br,Languages,línguas
882,backend,pt_br,Buyers,Compradores
883,backend,pt_br,Customers,Clientes
885,backend,pt_br,Create Role,Criar função
886,backend,pt_br,Update Role,Atualizar função
887,backend,pt_br,Delete Role,Excluir função
889,backend,pt_br,Manage Location,Gerenciar local
891,backend,pt_br,Providers,Provedores
892,backend,pt_br,Logs,Histórico
893,backend,pt_br,Reports,Relatórios
896,backend,pt_br,Merchant Sales,Vendas do comerciante
897,backend,pt_br,Status Management,Gerenciamento de status
899,backend,pt_br,Information,Em formação
903,backend,pt_br,Size,Tamanho
904,backend,pt_br,Ingredients,Ingredientes
905,backend,pt_br,Cooking Reference,Referência de culinária
906,backend,pt_br,Food,Comida
907,backend,pt_br,Category,Categoria
908,backend,pt_br,Addon Category,Categoria de complemento
909,backend,pt_br,Addon Items,Itens Adicionais
910,backend,pt_br,Items,Itens
911,backend,pt_br,Delivery,Entrega
913,backend,pt_br,Coupon,Cupom
914,backend,pt_br,Offers,Ofertas
915,backend,pt_br,Images,Imagens
916,backend,pt_br,Account,Conta
920,backend,pt_br,BroadCast,Transmissão
925,backend,pt_br,Sales Report,Relatório de vendas
926,backend,pt_br,Sales Summary,Resumo de vendas
927,backend,pt_br,Pickup,Escolher
928,backend,pt_br,Dinein,Jantar
929,backend,pt_br,Gallery,Galeria
933,backend,pt_br,Store Hours,Horário da loja
934,backend,pt_br,Tracking Time,Tempo de rastreamento
935,backend,pt_br,Add Store Hours,Adicionar horário de funcionamento
936,backend,pt_br,Update Store Hours,Atualizar horário da loja
937,backend,pt_br,Delete Store Hours,Excluir horário da loja
938,backend,pt_br,View Order,Ver pedido
939,backend,pt_br,Delete Order,Excluir pedido
940,backend,pt_br,Create Time Management,Criar gerenciamento de tempo
941,backend,pt_br,Update Time Management,Atualizar gerenciamento de tempo
942,backend,pt_br,Delete Time Management,Excluir gerenciamento de tempo
943,backend,pt_br,Inventory Management,Gestão de inventário
944,backend,pt_br,Suppliers,Fornecedores
945,backend,pt_br,Time Slot,Faixa horária
946,backend,pt_br,Create Time Slot,Criar intervalo de tempo
947,backend,pt_br,Update Time Slot,Atualizar intervalo de tempo
948,backend,pt_br,Delete Time Slot,Excluir intervalo de tempo
949,backend,pt_br,Create Size,Criar tamanho
950,backend,pt_br,Update Size,Atualizar tamanho
951,backend,pt_br,Delete Size,Excluir tamanho
952,backend,pt_br,Ingredients create,Ingredientes criam
953,backend,pt_br,Payment gateway,Gateway de pagamento
954,backend,pt_br,All Payment,Todos os Pagamentos
956,backend,pt_br,All payments,Todos os pagamentos
957,backend,pt_br,Archive,Arquivo
959,backend,pt_br,Rejection Reason,Motivo da rejeição
962,backend,pt_br,Transactions,Transações
965,backend,pt_br,Merchant withdrawals,Saques de comerciantes
967,backend,pt_br,Third Party App,Aplicativo de terceiros
968,backend,pt_br,Real time application,Aplicação em tempo real
969,backend,pt_br,Web push notification,Notificação por push da Web
971,backend,pt_br,Scheduled,Agendado
973,backend,pt_br,Zones,Zonas
974,backend,pt_br,Pause order reason,Pausar motivo do pedido
976,backend,pt_br,Order earnings,Ganhos do pedido
978,backend,pt_br,POS,PDV
979,backend,pt_br,POS create order,PDV criar pedido
983,backend,pt_br,Login &amp; Signup,Iniciar sessão &amp; Inscrever-se
989,backend,pt_br,Upload CSV,Carregar CSV
990,backend,pt_br,Add sponsored,Adicionar patrocinado
991,backend,pt_br,Update sponsored,Atualização patrocinada
993,backend,pt_br,Print PDF,Imprimir PDF
996,backend,pt_br,Update Gateway,Atualizar Gateway
997,backend,pt_br,Withdrawals Template,Modelo de Retiradas
998,backend,pt_br,Cuisine create,Culinária criar
999,backend,pt_br,Cuisine update,Atualização de cozinha
1000,backend,pt_br,Dishes create,Pratos criam
1001,backend,pt_br,Dishes update,Atualização de pratos
1002,backend,pt_br,Dishes delete,Excluir pratos
1003,backend,pt_br,Cuisine delete,Eliminar cozinha
1004,backend,pt_br,Tags create,Criação de tags
1005,backend,pt_br,Tags update,Atualização de tags
1006,backend,pt_br,Tags delete,Excluir tags
1007,backend,pt_br,Status create,Criação de status
1008,backend,pt_br,Status update,Atualização de status
1009,backend,pt_br,Status delete,Status deletar
1011,backend,pt_br,Status actions create,Ações de status criam
1012,backend,pt_br,Status actions update,Atualização de ações de status
1013,backend,pt_br,Currency create,Criação de moeda
1014,backend,pt_br,Currency update,Atualização de moeda
1015,backend,pt_br,Currency delete,Exclusão de moeda
1016,backend,pt_br,Country create,Criação de país
1017,backend,pt_br,Country update,Atualização do país
1020,backend,pt_br,State create,Estado criar
1021,backend,pt_br,State update,Atualização de estado
1022,backend,pt_br,State delete,Estado excluir
1024,backend,pt_br,City create,Cidade criar
1025,backend,pt_br,City delete,Cidade excluir
1027,backend,pt_br,Area create,Criação de área
1028,backend,pt_br,Area update,Atualização de área
1029,backend,pt_br,Area delete,Exclusão de área
1030,backend,pt_br,Zone create,Zona criar
1031,backend,pt_br,Zone update,Atualização de zona
1032,backend,pt_br,Zone delete,Exclusão de zona
1033,backend,pt_br,Featured create,Criação em destaque
1034,backend,pt_br,Featured update,Atualização em destaque
1035,backend,pt_br,Featured delete,Exclusão em destaque
1036,backend,pt_br,Pages create,Páginas criadas
1037,backend,pt_br,Pages update,Atualização de páginas
1038,backend,pt_br,Pages delete,Exclusão de páginas
1039,backend,pt_br,Language create,Criação de idioma
1040,backend,pt_br,Language update,Atualização de idioma
1041,backend,pt_br,Language delete,Exclusão de idioma
1042,backend,pt_br,Status Management create,Gerenciamento de status criar
1043,backend,pt_br,Status Management update,Atualização do gerenciamento de status
1044,backend,pt_br,Status Management delete,Gerenciamento de status excluir
1045,backend,pt_br,Order type create,Tipo de pedido criar
1046,backend,pt_br,Order type update,Atualização do tipo de pedido
1047,backend,pt_br,Order type delete,Tipo de pedido excluir
1048,backend,pt_br,Merchant type create,Tipo de comerciante criar
1049,backend,pt_br,Merchant type update,Atualização do tipo de comerciante
1050,backend,pt_br,Merchant type delete,Tipo de comerciante excluir
1051,backend,pt_br,Rejection reason create,Razão de rejeição criar
1052,backend,pt_br,Rejection reason update,Atualização do motivo da rejeição
1054,backend,pt_br,Rejection reason delete,Exclusão do motivo da rejeição
1055,backend,pt_br,Pause reason create,Pausar motivo criar
1056,backend,pt_br,Pause reason update,Atualização do motivo da pausa
1057,backend,pt_br,Pause reason delete,Pausar motivo excluir
1058,backend,pt_br,Status action create,Ação de status criar
1059,backend,pt_br,Status reason update,Atualização do motivo do status
1060,backend,pt_br,Status reason delete,Razão de status excluir
1061,backend,pt_br,Coupon create,Criar cupom
1062,backend,pt_br,Coupon update,Atualização do cupom
1063,backend,pt_br,Coupon delete,Exclusão de cupom
1064,backend,pt_br,Email Provider create,Criação de provedor de e-mail
1065,backend,pt_br,Email Provider update,Atualização do provedor de e-mail
1066,backend,pt_br,Email Provider delete,Excluir provedor de e-mail
1067,backend,pt_br,Templates create,Criação de modelos
1068,backend,pt_br,Templates update,Atualização de modelos
1069,backend,pt_br,Templates delete,Exclusão de modelos
1070,backend,pt_br,Email Logs delete,Exclusão de registros de e-mail
1071,backend,pt_br,Push logs delete,Push logs deletar
1072,backend,pt_br,Customer create,Criação do cliente
1073,backend,pt_br,Customer update,Atualização do cliente
1074,backend,pt_br,Customer delete,Exclusão do cliente
1075,backend,pt_br,Customer address,Endereço do cliente
1076,backend,pt_br,Customer order history,Histórico de pedidos do cliente
1077,backend,pt_br,Address create,Endereço criar
1078,backend,pt_br,Address delete,Excluir endereço
1079,backend,pt_br,Address update,Atualização de endereço
1080,backend,pt_br,Review update,Atualizar revisão
1081,backend,pt_br,Review delete,Revisar excluir
1082,backend,pt_br,SMS provider create,provedor de SMS criar
1083,backend,pt_br,SMS provider update,Atualização do provedor de SMS
1084,backend,pt_br,SMS provider delete,Excluir provedor de SMS
1085,backend,pt_br,SMS delete logs,Logs de exclusão de SMS
1086,backend,pt_br,Update User,Atualizar usuário
1088,backend,pt_br,Taxes,Impostos
1089,backend,pt_br,Social Settings,Configurações sociais
1090,backend,pt_br,Notification Settings,Configurações de notificação
1091,backend,pt_br,Order limit create,Limite de pedido criado
1092,backend,pt_br,Order view PDF,Pedido de visualização PDF
1093,backend,pt_br,Ingredients update,Atualização de ingredientes
1094,backend,pt_br,Cooking create,Cozinhar criar
1095,backend,pt_br,Ingredients delete,Excluir ingredientes
1096,backend,pt_br,Cooking update,Atualização de culinária
1097,backend,pt_br,Cooking delete,Cozinhar excluir
1098,backend,pt_br,Category create,Categoria criar
1099,backend,pt_br,Category update,Atualização de categoria
1100,backend,pt_br,Category delete,Excluir categoria
1101,backend,pt_br,Category availability,Disponibilidade de categoria
1102,backend,pt_br,Addon Category create,Criar categoria de complemento
1103,backend,pt_br,Addon Category update,Atualização da categoria do complemento
1104,backend,pt_br,Addon Category delete,Exclusão de categoria de complemento
1105,backend,pt_br,Addon Item create,Criar item de complemento
1106,backend,pt_br,Addon Item update,Atualização de itens adicionais
1107,backend,pt_br,Addon Item delete,Exclusão de item de complemento
1108,backend,pt_br,Item create,Criar item
1109,backend,pt_br,Item update,Atualização do item
1110,backend,pt_br,Item delete,Exclusão de item
1111,backend,pt_br,Item price,Preço do item
1112,backend,pt_br,Item price delete,Exclusão do preço do item
1113,backend,pt_br,Item price update,Atualização de preço do item
1114,backend,pt_br,Item addon,Complemento de item
1115,backend,pt_br,Item addon create,Criação de complemento de item
1116,backend,pt_br,Item addon update,Atualização de complemento de item
1117,backend,pt_br,Item addon delete,Exclusão de complemento de item
1118,backend,pt_br,Item attributes,Atributos do item
1119,backend,pt_br,Item availability,Disponibilidade do item
1120,backend,pt_br,Item inventory,Inventário de itens
1121,backend,pt_br,Item promo,Promoção de itens
1122,backend,pt_br,Item promo create,Criar promoção de item
1123,backend,pt_br,Item promo update,Atualização da promoção do item
1124,backend,pt_br,Item promo delete,Exclusão da promoção do item
1125,backend,pt_br,Item gallery,Galeria de itens
1126,backend,pt_br,Item SEO,SEO de itens
1127,backend,pt_br,Dynamic Rates,Taxas dinâmicas
1128,backend,pt_br,Fixed Charge,Taxa fixa
1129,backend,pt_br,Pickup instructions,Instruções de retirada
1130,backend,pt_br,Dinein instructions,Instruções de jantar
1132,backend,pt_br,Offer create,Criar oferta
1133,backend,pt_br,Offer update,Atualização da oferta
1134,backend,pt_br,Offer delete,Apagar oferta
1135,backend,pt_br,Review reply,Revisar resposta
1136,backend,pt_br,User create,Criação de usuário
1137,backend,pt_br,User update,Atualização do usuário
1138,backend,pt_br,User delete,Exclusão de usuário
1139,backend,pt_br,Role create,Criação de função
1140,backend,pt_br,Role update,Atualização de função
1141,backend,pt_br,Role delete,Excluir função
1142,backend,pt_br,Supplier create,Criação de fornecedor
1143,backend,pt_br,Supplier update,Atualização do fornecedor
1144,backend,pt_br,Supplier delete,Excluir fornecedor
1145,backend,pt_br,Website,Local na rede Internet
1146,backend,pt_br,Theme,Tema
1147,backend,pt_br,Company,Companhia
1148,backend,pt_br,Service,Serviço
1149,backend,pt_br,Find a store,Encontre uma loja
1151,backend,pt_br,Contact Us,Contate-Nos
1152,backend,pt_br,Categories,Categorias
1153,backend,pt_br,Grocery,Mercado
1154,backend,pt_br,Parcel Delivery,Entrega de encomendas
1155,backend,pt_br,Fast Food,Comida rápida
1157,backend,pt_br,Privacy policy,Política de Privacidade
1158,backend,pt_br,Dishes,Pratos
1159,backend,pt_br,No notifications yet,Ainda não há notificações
1160,backend,pt_br,"When you get notifications, they'll show up here","Quando você receber notificações, elas aparecerão aqui"
1161,backend,pt_br,active,ativo
1162,backend,pt_br,Total Cancel,Cancelamento total
1163,backend,pt_br,Sales this week,Vendas esta semana
1164,backend,pt_br,Earning this week,Ganhando esta semana
1165,backend,pt_br,Your balance,Seu balanço
1166,backend,pt_br,Today sales,Vendas de hoje
1167,backend,pt_br,Today refund,Reembolso de hoje
1168,backend,pt_br,days ago,dias atrás
1169,backend,pt_br,Accepting Orders,Aceitando Pedidos
1170,backend,pt_br,Update Information,Atualizar informação
1171,backend,pt_br,Basic Settings,Configurações básicas
1172,backend,pt_br,Orders Settings,Configurações de pedidos
1173,backend,pt_br,This will appear in your receipt,Isso aparecerá no seu recibo
1174,backend,pt_br,Two Flavor Options,Duas opções de sabores
1175,backend,pt_br,Close Store,Fechar loja
1176,backend,pt_br,Enabled Voucher,Voucher ativado
1177,backend,pt_br,Enabled Tips,Dicas ativadas
1178,backend,pt_br,Default Tip,Gorjeta padrão
1179,backend,pt_br,Please select...,Por favor selecione...
1180,backend,pt_br,Website address,Endereço do website
1181,backend,pt_br,Tax number,Número de identificação fiscal
1182,backend,pt_br,All Store Hours,Todos os horários da loja
1184,backend,pt_br,Open,Abrir
1185,backend,pt_br,From,A partir de
1187,backend,pt_br,Custom Message,Mensagem personalizada
1188,backend,pt_br,Tax enabled,Imposto ativado
1189,backend,pt_br,Tax on service fee,Imposto sobre a taxa de serviço
1190,backend,pt_br,Tax on delivery fee,Imposto sobre a taxa de entrega
1191,backend,pt_br,Tax on packaging fee,Imposto sobre a taxa de embalagem
1192,backend,pt_br,Tax Type,Tipo de imposto
1193,backend,pt_br,Standard,Padrão
1194,backend,pt_br,Multiple tax,Imposto múltiplo
1195,backend,pt_br,Tax not in prices (prices does not include tax),Imposto não incluído nos preços (os preços não incluem impostos)
1197,backend,pt_br,Add new tax,Adicionar novo imposto
1198,backend,pt_br,Tax name,Nome do imposto
1199,backend,pt_br,Rate %,Avaliar %
1200,backend,pt_br,Default tax,Imposto padrão
1201,backend,pt_br,Facebook Page,Página do Facebook
1202,backend,pt_br,Twitter Page,Página do Twitter
1203,backend,pt_br,Google Page,Página do Google
1204,backend,pt_br,Merchant Mobile Alert,Alerta móvel do comerciante
1205,backend,pt_br,Define how many minutes that order set to critical order and needs attentions.,Defina quantos minutos esse pedido foi definido como crítico e precisa de atenções.
1206,backend,pt_br,Critical minutes,Minutos críticos
1207,backend,pt_br,Define how many minutes that order will auto rejected.,Defina quantos minutos esse pedido será rejeitado automaticamente.
